zcta5,stab,zipname,pop10
ZIP census tabulation area,State abbreviation,ZCTA name,Population (2010)
54746,WI,"Humbird, WI",746
54747,WI,"Independence, WI",2534
54748,WI,"Jim Falls, WI",1217
54749,WI,"Knapp, WI",1231
54750,WI,"Maiden Rock, WI",1062
54751,WI,"Menomonie, WI",25642
54754,WI,"Merrillan, WI",1552
54755,WI,"Mondovi, WI",7502
54756,WI,"Nelson, WI",916
54757,WI,"New Auburn, WI",3314
54758,WI,"Osseo, WI",4626
54759,WI,"Pepin, WI",1533
54760,WI,"Pigeon Falls, WI",255
54761,WI,"Plum City, WI",1216
54762,WI,"Prairie Farm, WI",1246
54763,WI,"Ridgeland, WI",1134
54765,WI,"Sand Creek, WI (PO Boxes)",24
54766,WI,"Sheldon, WI",1707
54767,WI,"Spring Valley, WI",3221
54768,WI,"Stanley, WI",5990
54769,WI,"Stockholm, WI",502
54770,WI,"Strum, WI",2101
54771,WI,"Thorp, WI",4286
54772,WI,"Wheeler, WI",1103
54773,WI,"Whitehall, WI",3336
54801,WI,"Spooner, WI",6493
54805,WI,"Almena, WI",1471
54806,WI,"Ashland, WI",11810
54810,WI,"Balsam Lake, WI",2512
54812,WI,"Barron, WI",5728
54813,WI,"Barronett, WI",601
54814,WI,"Bayfield, WI",2478
54817,WI,"Birchwood, WI",2188
54819,WI,"Bruce, WI",2544
54820,WI,"Brule, WI",864
54821,WI,"Cable, WI",1276
54822,WI,"Cameron, WI",4516
54824,WI,"Centuria, WI",2271
54826,WI,"Comstock, WI",807
54827,WI,"Cornucopia, WI",221
54828,WI,"New Post, WI",678
54829,WI,"Cumberland, WI",5236
54830,WI,"Danbury, WI",2752
54832,WI,"Drummond, WI",412
54835,WI,"Exeland, WI",1018
54836,WI,"Foxboro, WI",1080
54837,WI,"Frederic, WI",3778
54838,WI,"Gordon, WI",1103
54839,WI,"Grand View, WI",302
54840,WI,"Grantsburg, WI",4643
54841,WI,"Haugen, WI",259
54842,WI,"Hawthorne, WI (PO Boxes)",185
54843,WI,"Hayward, WI",11487
54844,WI,"Herbster, WI",267
54845,WI,"Hertel, WI",147
54846,WI,"High Bridge, WI",547
54847,WI,"Iron River, WI",2222
54848,WI,"Ladysmith, WI",6141
54849,WI,"Lake Nebagamon, WI",1967
54850,WI,"La Pointe, WI (PO Boxes)",261
54853,WI,"Luck, WI",4009
54854,WI,"Maple, WI",990
54855,WI,"Marengo, WI",774
54856,WI,"Mason, WI",1616
54857,WI,"Mikana, WI",62
54858,WI,"Milltown, WI",1518
54859,WI,"Minong, WI",1896
54861,WI,"New Odanah, WI",150
54862,WI,"Ojibwa, WI",261
54864,WI,"Poplar, WI",1322
54865,WI,"Port Wing, WI",440
54867,WI,"Radisson, WI",435
54868,WI,"Rice Lake, WI",15512
54870,WI,"Sarona, WI",1486
54871,WI,"Shell Lake, WI",3105
54872,WI,"Siren, WI",2581
54873,WI,"Solon Springs, WI",2799
54874,WI,"South Range, WI",3646
54875,WI,"Springbrook, WI",1055
54876,WI,"Stone Lake, WI",1551
54880,WI,"Superior, WI",30772
54888,WI,"Trego, WI",1345
54889,WI,"Turtle Lake, WI",2742
54891,WI,"Washburn, WI",3389
54893,WI,"Webster, WI",3767
54895,WI,"Weyerhaeuser, WI",910
54896,WI,"Winter, WI",1478
54901,WI,"Oshkosh, WI",37710
54902,WI,"Oshkosh, WI",22375
54904,WI,"Oshkosh, WI",20623
54909,WI,"Almond, WI",2181
54911,WI,"Appleton, WI",26674
54913,WI,"Appleton, WI",17629
54914,WI,"Appleton, WI",30475
54915,WI,"Appleton, WI",41855
54921,WI,"Bancroft, WI",1326
54922,WI,"Bear Creek, WI",1514
54923,WI,"Berlin, WI",8733
54927,WI,"Butte des Morts, WI",538
54928,WI,"Caroline, WI",450
54929,WI,"Clintonville, WI",8746
54930,WI,"Coloma, WI",1786
54931,WI,"Dale, WI",260
54932,WI,"Eldorado, WI",1185
54933,WI,"Embarrass, WI",231
54934,WI,"Eureka, WI",148
54935,WI,"Fond du Lac, WI",41651
54937,WI,"Fond Du Lac, WI",19112
54940,WI,"Fremont, WI",4020
54941,WI,"Green Lake, WI",2613
54942,WI,"Greenville, WI",8580
54943,WI,"Hancock, WI",1923
54944,WI,"Hortonville, WI",8257
54945,WI,"Iola, WI",3545
54946,WI,"King, WI",108
54947,WI,"Larsen, WI",2601
54948,WI,"Leopolis, WI",320
54949,WI,"Manawa, WI",3430
54950,WI,"Marion, WI",3083
54952,WI,"Menasha, WI",25729
54956,WI,"Neenah, WI",42696
54960,WI,"Neshkoro, WI",2800
54961,WI,"New London, WI",14266
54962,WI,"Ogdensburg, WI",1110
54963,WI,"Omro, WI",6917
54964,WI,"Pickett, WI",1022
54965,WI,"Pine River, WI",1344
54966,WI,"Plainfield, WI",2008
54967,WI,"Poy Sippi, WI",434
54968,WI,"Princeton, WI",2779
54970,WI,"Redgranite, WI",3902
54971,WI,"Ripon, WI",10827
54974,WI,"Rosendale, WI",1581
54977,WI,"Scandinavia, WI",1337
54979,WI,"Van Dyne, WI",1472
54980,WI,"Waukau, WI",149
54981,WI,"Waupaca, WI",15426
54982,WI,"Wautoma, WI",7117
54983,WI,"Weyauwega, WI",4642
54984,WI,"Wild Rose, WI",2989
54985,WI,"Oshkosh, WI",836
54986,WI,"Winneconne, WI",4770
55001,MN,"Afton, MN",2916
55003,MN,"Bayport, MN",3471
55005,MN,"East Bethel, MN",4422
55006,MN,"Braham, MN",4069
55007,MN,"Brook Park, MN",2498
55008,MN,"Cambridge, MN",14685
55009,MN,"Cannon Falls, MN",8030
55011,MN,"East Bethel, MN",10170
55012,MN,"Center City, MN",2078
55013,MN,"Chisago City, MN",6541
55014,MN,"Lino Lakes, MN",27274
55016,MN,"Cottage Grove, MN",34204
55017,MN,"Dalbo, MN",714
55018,MN,"Dennison, MN",997
55019,MN,"Dundas, MN",1817
55020,MN,"Elko New Market, MN",3717
55021,MN,"Faribault, MN",29732
55024,MN,"Farmington, MN",32406
55025,MN,"Forest Lake, MN",23244
55026,MN,"Frontenac, MN",455
55027,MN,"Goodhue, MN",3031
55029,MN,"Grandy, MN (PO Boxes)",38
55030,MN,"Grasston, MN",1289
55031,MN,"Hampton, MN",2035
55032,MN,"Harris, MN",3616
55033,MN,"Hastings, MN",29488
55036,MN,"Henriette, MN",71
55037,MN,"Hinckley, MN",4940
55038,MN,"Hugo, MN",20816
55040,MN,"Isanti, MN",12568
55041,MN,"Lake City, MN",7601
55042,MN,"Lake Elmo, MN",8840
55043,MN,"Lakeland, MN",3540
55044,MN,"Lakeville, MN",47218
55045,MN,"Lindstrom, MN",7577
55046,MN,"Lonsdale, MN",5211
55047,MN,"Scandia, MN",2528
55049,MN,"Medford, MN",2476
55051,MN,"Mora, MN",9719
55052,MN,"Morristown, MN",2090
55053,MN,"Nerstrand, MN",1009
55054,MN,"Elko New Market, MN",2171
55055,MN,"Newport, MN",3418
55056,MN,"North Branch, MN",13546
55057,MN,"Northfield, MN",24602
55060,MN,"Owatonna, MN",28911
55063,MN,"Pine City, MN",9348
55065,MN,"Randolph, MN",1201
55066,MN,"Red Wing, MN",18564
55068,MN,"Rosemount, MN",27490
55069,MN,"Rush City, MN",5540
55070,MN,"St. Francis, MN",7541
55071,MN,"St. Paul Park, MN",5569
55072,MN,"Sandstone, MN",4737
55073,MN,"Scandia, MN",3237
55074,MN,"Shafer, MN",2222
55075,MN,"South St. Paul, MN",20152
55076,MN,"Inver Grove Heights, MN",21323
55077,MN,"Inver Grove Heights, MN",12572
55079,MN,"Stacy, MN",8329
55080,MN,"Stanchfield, MN",2607
55082,MN,"Stillwater, MN",35024
55084,MN,"Taylors Falls, MN",1628
55085,MN,"Vermillion, MN",417
55087,MN,"Warsaw, MN",268
55088,MN,"Webster, MN",1704
55089,MN,"Welch, MN",1814
55090,MN,"Willernie, MN",401
55092,MN,"Wyoming, MN",10840
55101,MN,"St. Paul, MN",5592
55102,MN,"St. Paul, MN",18207
55103,MN,"St. Paul, MN",12991
55104,MN,"St. Paul, MN",43248
55105,MN,"St. Paul, MN",28455
55106,MN,"St. Paul, MN",52730
55107,MN,"St. Paul, MN",14776
55108,MN,"St. Paul, MN",14688
55109,MN,"Maplewood, MN",31444
55110,MN,"White Bear Lake, MN",37759
55112,MN,"New Brighton, MN",43250
55113,MN,"Roseville, MN",38994
55114,MN,"St. Paul, MN",3100
55115,MN,"Mahtomedi, MN",8607
55116,MN,"St. Paul, MN",23851
55117,MN,"St. Paul, MN",41649
55118,MN,"West St. Paul, MN",27548
55119,MN,"St. Paul, MN",38966
55120,MN,"Mendota Heights, MN",4352
55121,MN,"Eagan, MN",7861
55122,MN,"Eagan, MN",30346
55123,MN,"Eagan, MN",26030
55124,MN,"Apple Valley, MN",49084
55125,MN,"Woodbury, MN",43281
55126,MN,"Shoreview, MN",25140
55127,MN,"Vadnais Heights, MN",16782
55128,MN,"Oakdale, MN",28113
55129,MN,"Woodbury, MN",18697
55130,MN,"St. Paul, MN",17575
55150,MN,"Mendota, MN",198
55301,MN,"Albertville, MN",10535
55302,MN,"Annandale, MN",7107
55303,MN,"Ramsey, MN",46352
55304,MN,"Andover, MN",45967
55305,MN,"Minnetonka, MN",19368
55306,MN,"Burnsville, MN",15935
55307,MN,"Arlington, MN",3227
55308,MN,"Becker, MN",9064
55309,MN,"Big Lake, MN",18208
55310,MN,"Bird Island, MN",1519
55311,MN,"Maple Grove, MN",32788
55312,MN,"Brownton, MN",1595
55313,MN,"Buffalo, MN",23255
55314,MN,"Buffalo Lake, MN",1337
55315,MN,"Carver, MN",4762
55316,MN,"Champlin, MN",23089
55317,MN,"Chanhassen, MN",19218
55318,MN,"Chaska, MN",25493
55319,MN,"Clear Lake, MN",5038
55320,MN,"Clearwater, MN",4973
55321,MN,"Cokato, MN",5341
55322,MN,"Cologne, MN",3163
55324,MN,"Darwin, MN",1234
55325,MN,"Dassel, MN",4610
55327,MN,"Dayton, MN",3478
55328,MN,"Delano, MN",8541
55329,MN,"Eden Valley, MN",2118
55330,MN,"Elk River, MN",36440
55331,MN,"Shorewood, MN",17524
55332,MN,"Fairfax, MN",1922
55333,MN,"Franklin, MN",856
55334,MN,"Gaylord, MN",2939
55335,MN,"Gibbon, MN",1629
55336,MN,"Glencoe, MN",8054
55337,MN,"Burnsville, MN",44356
55338,MN,"Green Isle, MN",1123
55339,MN,"Hamburg, MN",988
55340,MN,"Corcoran, MN",6327
55341,MN,"Hanover, MN",2850
55342,MN,"Hector, MN",2015
55343,MN,"Hopkins, MN",23933
55344,MN,"Eden Prairie, MN",13952
55345,MN,"Minnetonka, MN",21147
55346,MN,"Eden Prairie, MN",16776
55347,MN,"Eden Prairie, MN",30069
55349,MN,"Howard Lake, MN",3887
55350,MN,"Hutchinson, MN",18280
55352,MN,"Jordan, MN",8751
55353,MN,"Kimball, MN",3162
55354,MN,"Lester Prairie, MN",2741
55355,MN,"Litchfield, MN",9656
55356,MN,"Orono, MN",5311
55357,MN,"Greenfield, MN",3246
55358,MN,"Maple Lake, MN",4982
55359,MN,"Independence, MN",5954
55360,MN,"Mayer, MN",2672
55362,MN,"Monticello, MN",18089
55363,MN,"Montrose, MN",4496
55364,MN,"Mound, MN",14353
55366,MN,"New Auburn, MN",443
55367,MN,"New Germany, MN",913
55368,MN,"Norwood Young America, MN",2218
55369,MN,"Maple Grove, MN",32524
55370,MN,"Plato, MN",802
55371,MN,"Princeton, MN",16442
55372,MN,"Prior Lake, MN",29811
55373,MN,"Rockford, MN",5600
55374,MN,"Rogers, MN",13576
55375,MN,"St. Bonifacius, MN",4518
55376,MN,"St. Michael, MN",16242
55378,MN,"Savage, MN",26958
55379,MN,"Shakopee, MN",40416
55381,MN,"Silver Lake, MN",2063
55382,MN,"South Haven, MN",3563
55384,MN,"Spring Park, MN",1672
55385,MN,"Stewart, MN",1291
55386,MN,"Victoria, MN",6330
55387,MN,"Waconia, MN",12249
55388,MN,"Watertown, MN",5619
55389,MN,"Watkins, MN",2643
55390,MN,"Waverly, MN",2473
55391,MN,"Minnetonka, MN",14486
55395,MN,"Winsted, MN",2892
55396,MN,"Winthrop, MN",2252
55397,MN,"Norwood Young America, MN",2693
55398,MN,"Zimmerman, MN",15540
55401,MN,"Minneapolis, MN",6590
55402,MN,"Minneapolis, MN",368
55403,MN,"Minneapolis, MN",14985
55404,MN,"Minneapolis, MN",27121
55405,MN,"Minneapolis, MN",15411
55406,MN,"Minneapolis, MN",32112
55407,MN,"Minneapolis, MN",37881
55408,MN,"Minneapolis, MN",29981
55409,MN,"Minneapolis, MN",11615
55410,MN,"Minneapolis, MN",19340
55411,MN,"Minneapolis, MN",27428
55412,MN,"Minneapolis, MN",22148
55413,MN,"Minneapolis, MN",12934
55414,MN,"Minneapolis, MN",28495
55415,MN,"Minneapolis, MN",2604
55416,MN,"St. Louis Park, MN",29027
55417,MN,"Minneapolis, MN",24875
55418,MN,"Minneapolis, MN",29472
55419,MN,"Minneapolis, MN",26406
55420,MN,"Bloomington, MN",21767
55421,MN,"Columbia Heights, MN",27035
55422,MN,"Robbinsdale, MN",27820
55423,MN,"Richfield, MN",35375
55424,MN,"Edina, MN",9685
55425,MN,"Bloomington, MN",8952
55426,MN,"St. Louis Park, MN",24945
55427,MN,"Golden Valley, MN",22919
55428,MN,"New Hope, MN",29357
55429,MN,"Brooklyn Center, MN",26751
55430,MN,"Brooklyn Center, MN",21508
55431,MN,"Bloomington, MN",18435
55432,MN,"Fridley, MN",30027
55433,MN,"Coon Rapids, MN",33613
55434,MN,"Blaine, MN",28823
55435,MN,"Edina, MN",11592
55436,MN,"Edina, MN",13138
55437,MN,"Bloomington, MN",17484
55438,MN,"Bloomington, MN",16249
55439,MN,"Edina, MN",8750
55441,MN,"Plymouth, MN",17848
55442,MN,"Plymouth, MN",13217
55443,MN,"Brooklyn Park, MN",32462
55444,MN,"Brooklyn Park, MN",15667
55445,MN,"Brooklyn Park, MN",9879
55446,MN,"Plymouth, MN",18695
55447,MN,"Plymouth, MN",21187
55448,MN,"Coon Rapids, MN",27863
55449,MN,"Blaine, MN",23277
55450,MN,"Minneapolis, MN",10
55454,MN,"Minneapolis, MN",8125
55455,MN,"Minneapolis, MN",1050
55601,MN,"Beaver Bay, MN",105
55602,MN,"Brimson, MN",177
55603,MN,"Finland, MN",508
55604,MN,"Grand Marais, MN",3360
55605,MN,"Grand Portage, MN",565
55606,MN,"Hovland, MN",272
55607,MN,"Isabella, MN",134
55609,MN,"Knife River, MN (PO Boxes)",303
55612,MN,"Lutsen, MN",518
55613,MN,"Schroeder, MN",205
55614,MN,"Silver Bay, MN",2627
55615,MN,"Tofte, MN",256
55616,MN,"Two Harbors, MN",6994
55702,MN,"Alborn, MN",500
55703,MN,"Angora, MN",701
55704,MN,"Askov, MN",1128
55705,MN,"Aurora, MN",3299
55706,MN,"Babbitt, MN",1825
55707,MN,"Barnum, MN",3440
55708,MN,"Biwabik, MN",959
55709,MN,"Bovey, MN",4075
55710,MN,"Britt, MN",1292
55711,MN,"Brookston, MN",607
55712,MN,"Bruno, MN",586
55713,MN,"Buhl, MN",1017
55716,MN,"Calumet, MN",341
55717,MN,"Canyon, MN",335
55718,MN,"Carlton, MN",3281
55719,MN,"Chisholm, MN",5895
55720,MN,"Cloquet, MN",16999
55721,MN,"Cohasset, MN",3410
55722,MN,"Coleraine, MN",1200
55723,MN,"Cook, MN",2363
55724,MN,"Cotton, MN",741
55725,MN,"Crane Lake, MN",103
55726,MN,"Cromwell, MN",1045
55731,MN,"Ely, MN",5820
55732,MN,"Embarrass, MN",1453
55733,MN,"Esko, MN",4616
55734,MN,"Eveleth, MN",6213
55735,MN,"Finlayson, MN",1809
55736,MN,"Floodwood, MN",1550
55738,MN,"Forbes, MN",544
55741,MN,"Gilbert, MN",3164
55742,MN,"Goodland, MN",344
55744,MN,"Grand Rapids, MN",20164
55746,MN,"Hibbing, MN",17228
55748,MN,"Hill City, MN",1476
55749,MN,"Holyoke, MN",449
55750,MN,"Hoyt Lakes, MN",2025
55751,MN,"Iron, MN",1553
55752,MN,"Jacobson, MN",395
55753,MN,"Keewatin, MN",989
55756,MN,"Kerrick, MN",431
55757,MN,"Kettle River, MN",866
55758,MN,"Kinney, MN",145
55760,MN,"Mcgregor, MN",3108
55763,MN,"Makinen, MN",554
55764,MN,"Marble, MN",569
55765,MN,"Meadowlands, MN",802
55766,MN,"Melrude, MN",43
55767,MN,"Moose Lake, MN",4532
55768,MN,"Mountain Iron, MN",2843
55769,MN,"Nashwauk, MN",2313
55771,MN,"Orr, MN",1680
55772,MN,"Nett Lake, MN",76
55775,MN,"Pengilly, MN",1205
55779,MN,"Saginaw, MN",3755
55780,MN,"Sawyer, MN",212
55781,MN,"Side Lake, MN",734
55782,MN,"Soudan, MN",480
55783,MN,"Sturgeon Lake, MN",2437
55784,MN,"Swan River, MN",89
55785,MN,"Swatara, MN",263
55786,MN,"Taconite, MN",305
55787,MN,"Tamarack, MN",525
55790,MN,"Tower, MN",1866
55792,MN,"Virginia, MN",10107
55793,MN,"Warba, MN",615
55795,MN,"Willow River, MN",1629
55797,MN,"Wrenshall, MN",1441
55798,MN,"Wright, MN",581
55802,MN,"Duluth, MN",2442
55803,MN,"Duluth, MN",17431
55804,MN,"Duluth, MN",14592
55805,MN,"Duluth, MN",10194
55806,MN,"Duluth, MN",9576
55807,MN,"Duluth, MN",9963
55808,MN,"Duluth, MN",5846
55810,MN,"Proctor, MN",8702
55811,MN,"Duluth, MN",26246
55812,MN,"Duluth, MN",10924
55814,MN,"Hermantown, MN",772
55901,MN,"Rochester, MN",51917
55902,MN,"Rochester, MN",21968
55904,MN,"Rochester, MN",26332
55906,MN,"Rochester, MN",17598
55909,MN,"Adams, MN",1428
55910,MN,"Altura, MN",1423
55912,MN,"Austin, MN",28483
55917,MN,"Blooming Prairie, MN",3696
55918,MN,"Brownsdale, MN",982
55919,MN,"Brownsville, MN",985
55920,MN,"Byron, MN",7026
55921,MN,"Caledonia, MN",4964
55922,MN,"Canton, MN",1021
55923,MN,"Chatfield, MN",4469
55924,MN,"Claremont, MN",1303
55925,MN,"Dakota, MN",1113
55926,MN,"Dexter, MN",853
55927,MN,"Dodge Center, MN",4071
55929,MN,"Dover, MN",1209
55931,MN,"Eitzen, MN",330
55932,MN,"Elgin, MN",2042
55933,MN,"Elkton, MN",273
55934,MN,"Eyota, MN",3338
55935,MN,"Fountain, MN",939
55936,MN,"Grand Meadow, MN",1861
55939,MN,"Harmony, MN",1963
55940,MN,"Hayfield, MN",2666
55941,MN,"Hokah, MN",969
55943,MN,"Houston, MN",3059
55944,MN,"Kasson, MN",7151
55945,MN,"Kellogg, MN",1458
55946,MN,"Kenyon, MN",3178
55947,MN,"La Crescent, MN",7513
55949,MN,"Lanesboro, MN",1808
55950,MN,"Lansing, MN",169
55951,MN,"Le Roy, MN",1567
55952,MN,"Lewiston, MN",2529
55953,MN,"Lyle, MN",894
55954,MN,"Mabel, MN",1442
55955,MN,"Mantorville, MN (PO Boxes)",2746
55956,MN,"Mazeppa, MN",1962
55957,MN,"Millville, MN",756
55959,MN,"Minnesota City, MN",2321
55960,MN,"Oronoco, MN",3134
55961,MN,"Ostrander, MN",447
55962,MN,"Peterson, MN",763
55963,MN,"Pine Island, MN",4988
55964,MN,"Plainview, MN",4389
55965,MN,"Preston, MN",2376
55967,MN,"Racine, MN",938
55968,MN,"Reads Landing, MN",121
55969,MN,"Rollingstone, MN",1117
55970,MN,"Rose Creek, MN",1016
55971,MN,"Rushford, MN",2993
55972,MN,"St. Charles, MN",4995
55973,MN,"Sargeant, MN",285
55974,MN,"Spring Grove, MN",2132
55975,MN,"Spring Valley, MN",4335
55976,MN,"Stewartville, MN",7582
55977,MN,"Taopi, MN",203
55979,MN,"Utica, MN",1143
55981,MN,"Wabasha, MN",3961
55982,MN,"Waltham, MN",436
55983,MN,"Wanamingo, MN",1588
55985,MN,"West Concord, MN",1858
55987,MN,"Winona, MN",35629
55990,MN,"Wykoff, MN",925
55991,MN,"Zumbro Falls, MN",1490
55992,MN,"Zumbrota, MN",4693
56001,MN,"Mankato, MN",46327
56003,MN,"North Mankato, MN",14335
56007,MN,"Albert Lea, MN",21228
56009,MN,"Alden, MN",1613
56010,MN,"Amboy, MN",1129
56011,MN,"Belle Plaine, MN",8925
56013,MN,"Blue Earth, MN",4531
56014,MN,"Bricelyn, MN",797
56016,MN,"Clarks Grove, MN",1096
56017,MN,"Cleveland, MN",1620
56019,MN,"Comfrey, MN",914
56020,MN,"Conger, MN",115
56021,MN,"Courtland, MN",1038
56022,MN,"Darfur, MN",70
56023,MN,"Delavan, MN",485
56024,MN,"Eagle Lake, MN",2759
56025,MN,"Easton, MN",507
56026,MN,"Ellendale, MN",2012
56027,IA,"Elmore, MN",67
56027,MN,"Elmore, MN",902
56028,MN,"Elysian, MN",1372
56029,MN,"Emmons, MN",744
56031,MN,"Fairmont, MN",12401
56032,MN,"Freeborn, MN",313
56033,MN,"Frost, MN",345
56034,MN,"Garden City, MN",496
56035,MN,"Geneva, MN",546
56036,MN,"Glenville, MN",1959
56037,MN,"Good Thunder, MN",1635
56039,MN,"Granada, MN",957
56041,MN,"Hanska, MN",1066
56042,MN,"Hartland, MN",720
56043,MN,"Hayward, MN",486
56044,MN,"Henderson, MN",2082
56045,MN,"Hollandale, MN",813
56046,MN,"Hope, MN (PO Boxes)",94
56047,MN,"Huntley, MN",117
56048,MN,"Janesville, MN",3898
56050,MN,"Kasota, MN",1464
56051,MN,"Kiester, MN",703
56052,MN,"Kilkenny, MN",699
56054,MN,"Lafayette, MN",923
56055,MN,"Lake Crystal, MN",3902
56056,MN,"La Salle, MN",96
56057,MN,"Le Center, MN",3867
56058,MN,"Le Sueur, MN",5985
56060,MN,"Lewisville, MN",452
56062,MN,"Madelia, MN",3208
56063,MN,"Madison Lake, MN",2724
56065,MN,"Mapleton, MN",2844
56068,MN,"Minnesota Lake, MN",1087
56069,MN,"Montgomery, MN",4467
56071,MN,"New Prague, MN",11817
56072,MN,"New Richland, MN",2389
56073,MN,"New Ulm, MN",16759
56074,MN,"Nicollet, MN",2004
56075,MN,"Northrop, MN",171
56078,MN,"Pemberton, MN",476
56080,MN,"St. Clair, MN",770
56081,MN,"St. James, MN",6098
56082,MN,"St. Peter, MN",13597
56083,MN,"Sanborn, MN",874
56085,MN,"Sleepy Eye, MN",5451
56087,MN,"Springfield, MN",3179
56088,MN,"Truman, MN",1946
56089,MN,"Twin Lakes, MN",155
56090,MN,"Vernon Center, MN",694
56091,MN,"Waldorf, MN",367
56093,MN,"Waseca, MN",12831
56096,MN,"Waterville, MN",3021
56097,MN,"Wells, MN",3715
56098,MN,"Winnebago, MN",2124
56101,MN,"Windom, MN",5867
56110,MN,"Adrian, MN",1843
56111,MN,"Alpha, MN",420
56113,MN,"Arco, MN",238
56114,MN,"Avoca, MN",361
56115,MN,"Balaton, MN",1366
56116,MN,"Beaver Creek, MN",628
56117,MN,"Bigelow, MN",399
56118,MN,"Bingham Lake, MN",421
56119,MN,"Brewster, MN",1017
56120,MN,"Butterfield, MN",1121
56121,MN,"Ceylon, MN",659
56122,MN,"Chandler, MN",586
56123,MN,"Currie, MN",514
56125,MN,"Dovray, MN",65
56127,MN,"Dunnell, MN",398
56128,MN,"Edgerton, MN",1984
56129,MN,"Ellsworth, MN",741
56131,MN,"Fulda, MN",2293
56132,MN,"Garvin, MN",540
56134,MN,"Hardwick, MN",462
56136,MN,"Hendricks, MN",1118
56137,MN,"Heron Lake, MN",1149
56138,MN,"Hills, MN",899
56139,MN,"Holland, MN",430
56140,MN,"Ihlen, MN",59
56141,MN,"Iona, MN",323
56142,MN,"Ivanhoe, MN",981
56143,MN,"Jackson, MN",4478
56144,MN,"Jasper, MN",1053
56144,SD,"Jasper, MN",90
56145,MN,"Jeffers, MN",622
56146,MN,"Kanaranzi, MN",40
56147,MN,"Kenneth, MN",192
56149,MN,"Lake Benton, MN",1268
56150,MN,"Lakefield, MN",2742
56151,MN,"Lake Wilson, MN",823
56152,MN,"Lamberton, MN",1507
56153,MN,"Leota, MN",224
56155,MN,"Lismore, MN",419
56156,MN,"Luverne, MN",6066
56157,MN,"Lynd, MN",788
56158,MN,"Magnolia, MN",434
56159,MN,"Mountain Lake, MN",2928
56160,MN,"Odin, MN",214
56161,MN,"Okabena, MN",400
56162,MN,"Ormsby, MN",285
56164,MN,"Pipestone, MN",5920
56164,SD,"Pipestone, MN",49
56165,MN,"Reading, MN",349
56166,MN,"Revere, MN",253
56167,MN,"Round Lake, MN",661
56168,MN,"Rushmore, MN",932
56169,MN,"Russell, MN",681
56170,MN,"Ruthton, MN",587
56171,MN,"Sherburn, MN",1821
56172,MN,"Slayton, MN",3164
56173,MN,"Steen, MN",424
56174,MN,"Storden, MN",357
56175,MN,"Tracy, MN",3085
56176,MN,"Trimont, MN",1137
56177,MN,"Trosky, MN",45
56178,MN,"Tyler, MN",1746
56180,MN,"Walnut Grove, MN",1408
56181,MN,"Welcome, MN",1147
56183,MN,"Westbrook, MN",1263
56185,MN,"Wilmont, MN",560
56186,MN,"Woodstock, MN",388
56187,MN,"Worthington, MN",14170
56201,MN,"Willmar, MN",23173
56207,MN,"Alberta, MN",251
56208,MN,"Appleton, MN",2066
56209,MN,"Atwater, MN",2339
56210,MN,"Barry, MN",13
56211,MN,"Beardsley, MN",529
56212,MN,"Bellingham, MN",531
56214,MN,"Belview, MN",725
56215,MN,"Benson, MN",4693
56216,MN,"Blomkest, MN",670
56218,MN,"Boyd, MN",628
56219,MN,"Browns Valley, MN",735
56219,SD,"Browns Valley, MN",347
56220,MN,"Canby, MN",3070
56221,MN,"Chokio, MN",773
56222,MN,"Clara City, MN",1984
56223,MN,"Clarkfield, MN",1408
56224,MN,"Clements, MN",333
56225,MN,"Clinton, MN",834
56226,MN,"Clontarf, MN",254
56227,MN,"Correll, MN",223
56228,MN,"Cosmos, MN",882
56229,MN,"Cottonwood, MN",1871
56230,MN,"Danube, MN",854
56231,MN,"Danvers, MN",390
56232,MN,"Dawson, MN",2415
56235,MN,"Donnelly, MN",579
56236,MN,"Dumont, MN",359
56237,MN,"Echo, MN",600
56239,MN,"Ghent, MN",596
56240,MN,"Graceville, MN",1042
56241,MN,"Granite Falls, MN",4166
56243,MN,"Grove City, MN",1725
56244,MN,"Hancock, MN",1496
56245,MN,"Hanley Falls, MN",535
56248,MN,"Herman, MN",807
56249,MN,"Holloway, MN",296
56251,MN,"Kandiyohi, MN (PO Boxes)",987
56252,MN,"Kerkhoven, MN",1238
56253,MN,"Lake Lillian, MN",1015
56255,MN,"Lucan, MN",394
56256,MN,"Madison, MN",2581
56257,MN,"Marietta, MN",508
56258,MN,"Marshall, MN",15617
56260,MN,"Maynard, MN",929
56262,MN,"Milan, MN",724
56263,MN,"Milroy, MN",541
56264,MN,"Minneota, MN",2204
56265,MN,"Montevideo, MN",7757
56266,MN,"Morgan, MN",1628
56267,MN,"Morris, MN",6807
56270,MN,"Morton, MN",1061
56271,MN,"Murdock, MN",1196
56273,MN,"New London, MN",4797
56274,MN,"Norcross, MN",177
56276,MN,"Odessa, MN",298
56277,MN,"Olivia, MN",3191
56278,MN,"Ortonville, MN",2601
56279,MN,"Pennock, MN",1271
56280,MN,"Porter, MN",480
56281,MN,"Prinsburg, MN",619
56282,MN,"Raymond, MN",1510
56283,MN,"Redwood Falls, MN",6636
56284,MN,"Renville, MN",2111
56285,MN,"Sacred Heart, MN",1096
56287,MN,"Seaforth, MN",81
56288,MN,"Spicer, MN",4696
56289,MN,"Sunburg, MN",634
56291,MN,"Taunton, MN",501
56292,MN,"Vesta, MN",636
56293,MN,"Wabasso, MN",1223
56294,MN,"Wanda, MN",84
56295,MN,"Watson, MN",310
