Year,State,County,Metro,FIPS2010,FMR0,Rent50,MedianIncome,FMRRentPercentInc,Rent50PercInc
2016,AZ,Pima County,1,401999999,532,565,56700,0.112592593,0.11957672
2016,AZ,Pinal County,1,402199999,596,635,62900,0.113704293,0.121144674
2016,AZ,Santa Cruz County,0,402399999,519,552,42900,0.145174825,0.154405594
2016,AZ,Yavapai County,1,402599999,660,706,52200,0.151724138,0.162298851
2016,AZ,Yuma County,1,402799999,610,644,45800,0.159825328,0.168733624
2016,AR,Arkansas County,0,500199999,489,526,51500,0.113941748,0.122563107
2016,AR,Ashley County,0,500399999,485,497,46800,0.124358974,0.127435897
2016,AR,Baxter County,0,500599999,477,501,46700,0.122569593,0.128736617
2016,AR,Benton County,1,500799999,518,549,62600,0.099297125,0.105239617
2016,AR,Boone County,0,500999999,459,485,48800,0.112868852,0.119262295
2016,AR,Bradley County,0,501199999,450,513,40700,0.132678133,0.151253071
2016,AR,Calhoun County,0,501399999,490,507,45800,0.128384279,0.132838428
2016,AR,Carroll County,0,501599999,510,567,47900,0.12776618,0.142045929
2016,AR,Chicot County,0,501799999,485,485,35400,0.16440678,0.16440678
2016,AR,Clark County,0,501999999,458,481,50000,0.10992,0.11544
2016,AR,Clay County,0,502199999,458,458,42200,0.130236967,0.130236967
2016,AR,Cleburne County,0,502399999,458,485,50400,0.109047619,0.11547619
2016,AR,Cleveland County,1,502599999,402,424,47300,0.101987315,0.10756871
2016,AR,Columbia County,0,502799999,485,485,48700,0.119507187,0.119507187
2016,AR,Conway County,0,502999999,470,489,47200,0.119491525,0.124322034
2016,AR,Craighead County,1,503199999,399,419,50600,0.094624506,0.099367589
2016,AR,Crawford County,1,503399999,489,501,48700,0.120492813,0.123449692
2016,AR,Crittenden County,1,503599999,602,641,60100,0.120199667,0.127986689
2016,AR,Cross County,0,503799999,490,514,49400,0.11902834,0.1248583
2016,AR,Dallas County,0,503999999,485,485,40700,0.142997543,0.142997543
2016,AR,Desha County,0,504199999,460,460,41000,0.134634146,0.134634146
2016,AR,Drew County,0,504399999,458,475,40900,0.134376528,0.139364303
2016,AR,Faulkner County,1,504599999,526,560,62800,0.100509554,0.107006369
2016,AR,Franklin County,0,504799999,465,473,44200,0.126244344,0.12841629
2016,AR,Fulton County,0,504999999,458,458,42800,0.128411215,0.128411215
2016,AR,Garland County,1,505199999,456,484,51200,0.106875,0.1134375
2016,AR,Grant County,1,505399999,454,483,60400,0.090198675,0.095960265
2016,AR,Greene County,0,505599999,401,427,49300,0.097606491,0.103935091
2016,AR,Hempstead County,0,505799999,487,503,44600,0.13103139,0.135336323
2016,AR,Hot Spring County,0,505999999,487,509,50800,0.11503937,0.12023622
2016,AR,Howard County,0,506199999,385,385,42100,0.109738717,0.109738717
2016,AR,Independence County,0,506399999,462,485,45600,0.121578947,0.127631579
2016,AR,Izard County,0,506599999,381,381,40800,0.112058824,0.112058824
2016,AR,Jackson County,0,506799999,381,381,39700,0.115163728,0.115163728
2016,AR,Jefferson County,1,506999999,402,424,47300,0.101987315,0.10756871
2016,AR,Johnson County,0,507199999,458,477,38100,0.144251969,0.15023622
2016,AR,Lafayette County,0,507399999,458,458,39900,0.137744361,0.137744361
2016,AR,Lawrence County,0,507599999,460,460,43600,0.126605505,0.126605505
2016,AR,Lee County,0,507799999,458,468,33900,0.162123894,0.165663717
2016,AR,Lincoln County,1,507999999,402,424,47300,0.101987315,0.10756871
2016,AR,Little River County,1,508199999,458,458,49700,0.110583501,0.110583501
2016,AR,Logan County,0,508399999,428,428,47700,0.107672956,0.107672956
2016,AR,Lonoke County,1,508599999,526,560,62800,0.100509554,0.107006369
2016,AR,Madison County,1,508799999,518,549,62600,0.099297125,0.105239617
2016,AR,Marion County,0,508999999,458,458,43400,0.126635945,0.126635945
2016,AR,Miller County,1,509199999,446,477,54100,0.098927911,0.105804067
2016,AR,Mississippi County,0,509399999,436,458,43400,0.120552995,0.126635945
2016,AR,Monroe County,0,509599999,458,466,36400,0.150989011,0.153626374
2016,AR,Montgomery County,0,509799999,458,505,40500,0.135703704,0.14962963
2016,AR,Nevada County,0,509999999,458,459,43600,0.126055046,0.126330275
2016,AR,Newton County,0,510199999,458,458,38200,0.143874346,0.143874346
2016,AR,Ouachita County,0,510399999,508,508,43500,0.140137931,0.140137931
2016,AR,Perry County,1,510599999,526,560,62800,0.100509554,0.107006369
2016,AR,Phillips County,0,510799999,458,459,35600,0.154382022,0.154719101
2016,AR,Pike County,0,510999999,508,508,38400,0.15875,0.15875
2016,AR,Poinsett County,1,511199999,502,502,40700,0.148009828,0.148009828
2016,AR,Polk County,0,511399999,458,458,39300,0.139847328,0.139847328
2016,AR,Pope County,0,511599999,485,513,48300,0.120496894,0.127453416
2016,AR,Prairie County,0,511799999,475,475,44600,0.127802691,0.127802691
2016,AR,Pulaski County,1,511999999,526,560,62800,0.100509554,0.107006369
2016,AR,Randolph County,0,512199999,458,458,46700,0.117687366,0.117687366
2016,AR,St. Francis County,0,512399999,485,485,35600,0.163483146,0.163483146
2016,AR,Saline County,1,512599999,526,560,62800,0.100509554,0.107006369
2016,AR,Scott County,0,512799999,458,459,43400,0.126635945,0.126912442
2016,AR,Searcy County,0,512999999,485,485,40500,0.143703704,0.143703704
2016,AR,Sebastian County,1,513199999,489,501,48700,0.120492813,0.123449692
2016,AR,Sevier County,0,513399999,458,458,45400,0.121057269,0.121057269
2016,AR,Sharp County,0,513599999,381,381,41600,0.109903846,0.109903846
2016,AR,Stone County,0,513799999,458,471,40700,0.135036855,0.138869779
2016,AR,Union County,0,513999999,484,527,48200,0.120497925,0.13120332
2016,AR,Van Buren County,0,514199999,458,458,43700,0.12576659,0.12576659
2016,AR,Washington County,1,514399999,518,549,62600,0.099297125,0.105239617
2016,AR,White County,0,514599999,495,515,55800,0.106451613,0.110752688
2016,AR,Woodruff County,0,514799999,432,432,37900,0.136781003,0.136781003
2016,AR,Yell County,0,514999999,458,458,42600,0.129014085,0.129014085
2016,CA,Alameda County,1,600199999,1380,1487,93600,0.176923077,0.190641026
2016,CA,Alpine County,0,600399999,615,625,78700,0.093773825,0.095298602
2016,CA,Amador County,0,600599999,649,684,70400,0.110625,0.116590909
2016,CA,Butte County,1,600799999,622,661,57100,0.130718039,0.138914186
2016,CA,Calaveras County,0,600999999,645,692,70200,0.11025641,0.118290598
2016,CA,Colusa County,0,601199999,524,559,58300,0.107855918,0.115060034
2016,CA,Contra Costa County,1,601399999,1380,1487,93600,0.176923077,0.190641026
2016,CA,Del Norte County,0,601599999,726,794,52800,0.165,0.180454545
2016,CA,El Dorado County,1,601799999,707,754,69400,0.122247839,0.13037464
2016,CA,Fresno County,1,601999999,662,706,49500,0.160484848,0.171151515
2016,CA,Glenn County,0,602199999,611,634,53100,0.138079096,0.143276836
2016,CA,Humboldt County,0,602399999,668,720,51500,0.155650485,0.16776699
2016,CA,Imperial County,1,602599999,517,546,48400,0.128181818,0.135371901
2016,CA,Inyo County,0,602799999,734,779,72000,0.122333333,0.129833333
2016,CA,Kern County,1,602999999,601,643,53300,0.135309568,0.144765478
2016,CA,Kings County,1,603199999,607,645,47500,0.153347368,0.162947368
2016,CA,Lake County,0,603399999,684,744,50700,0.161893491,0.176094675
2016,CA,Lassen County,0,603599999,621,658,67300,0.110728083,0.117325409
2016,CA,Los Angeles County,1,603799999,947,1026,62400,0.182115385,0.197307692
2016,CA,Madera County,1,603999999,699,751,46900,0.178848614,0.192153518
2016,CA,Marin County,1,604199999,1412,1559,107700,0.157325905,0.173704735
2016,CA,Mariposa County,0,604399999,657,702,63900,0.123380282,0.131830986
2016,CA,Mendocino County,0,604599999,733,781,53600,0.164104478,0.174850746
2016,CA,Merced County,1,604799999,517,548,44600,0.139103139,0.147443946
2016,CA,Modoc County,0,604999999,459,459,47500,0.115957895,0.115957895
2016,CA,Mono County,0,605199999,872,924,74100,0.141214575,0.149635628
2016,CA,Monterey County,1,605399999,961,1029,63500,0.181606299,0.194456693
2016,CA,Napa County,1,605599999,925,994,82500,0.134545455,0.144581818
2016,CA,Nevada County,0,605799999,792,870,71700,0.132552301,0.145606695
2016,CA,Orange County,1,605999999,1161,1245,85000,0.163905882,0.175764706
2016,CA,Placer County,1,606199999,707,754,69400,0.122247839,0.13037464
2016,CA,Plumas County,0,606399999,607,632,56600,0.12869258,0.133992933
2016,CA,Riverside County,1,606599999,798,798,61400,0.155960912,0.155960912
2016,CA,Sacramento County,1,606799999,707,754,69400,0.122247839,0.13037464
2016,CA,San Benito County,1,606999999,925,988,73300,0.151432469,0.161746248
2016,CA,San Bernardino County,1,607199999,798,798,61400,0.155960912,0.155960912
2016,CA,San Diego County,1,607399999,1040,1134,73500,0.169795918,0.185142857
2016,CA,San Francisco County,1,607599999,1412,1559,107700,0.157325905,0.173704735
2016,CA,San Joaquin County,1,607799999,616,652,58600,0.126143345,0.133515358
2016,CA,San Luis Obispo County,1,607999999,864,917,76400,0.135706806,0.144031414
2016,CA,San Mateo County,1,608199999,1412,1559,107700,0.157325905,0.173704735
2016,CA,Santa Barbara County,1,608399999,1065,1206,77100,0.165758755,0.18770428
2016,CA,Santa Clara County,1,608599999,1348,1471,107100,0.151036415,0.164817927
2016,CA,Santa Cruz County,1,608799999,989,1064,85100,0.139459459,0.150035253
2016,CA,Shasta County,1,608999999,660,708,50900,0.155599214,0.166915521
2016,CA,Sierra County,0,609199999,836,881,53800,0.186468401,0.196505576
2016,CA,Siskiyou County,0,609399999,524,568,48400,0.129917355,0.140826446
2016,CA,Solano County,1,609599999,830,883,77600,0.128350515,0.136546392
2016,CA,Sonoma County,1,609799999,934,1000,75900,0.147667984,0.158102767
2016,CA,Stanislaus County,1,609999999,634,671,56800,0.133943662,0.141760563
2016,CA,Sutter County,1,610199999,628,663,55900,0.134812165,0.142325581
2016,CA,Tehama County,0,610399999,517,541,50300,0.12333996,0.129065606
2016,CA,Trinity County,0,610599999,629,702,48600,0.155308642,0.173333333
2016,CA,Tulare County,1,610799999,580,626,41800,0.166507177,0.179712919
2016,CA,Tuolumne County,0,610999999,733,790,60700,0.14490939,0.156177924
2016,CA,Ventura County,1,611199999,994,1063,88300,0.135084938,0.144462061
2016,CA,Yolo County,1,611399999,864,931,74100,0.139919028,0.150769231
2016,CA,Yuba County,1,611599999,628,663,55900,0.134812165,0.142325581
2016,CO,Adams County,1,800199999,775,775,80100,0.116104869,0.116104869
2016,CO,Alamosa County,0,800399999,534,602,51200,0.12515625,0.14109375
2016,CO,Arapahoe County,1,800599999,775,775,80100,0.116104869,0.116104869
2016,CO,Archuleta County,0,800799999,621,656,59800,0.124615385,0.131638796
2016,CO,Baca County,0,800999999,542,542,49300,0.131926978,0.131926978
2016,CO,Bent County,0,801199999,504,521,43700,0.138398169,0.143066362
2016,CO,Boulder County,1,801399999,989,1065,94800,0.125189873,0.134810127
2016,CO,Broomfield County,1,801499999,775,775,80100,0.116104869,0.116104869
2016,CO,Chaffee County,0,801599999,626,647,61200,0.122745098,0.126862745
2016,CO,Cheyenne County,0,801799999,488,488,65600,0.089268293,0.089268293
2016,CO,Clear Creek County,1,801999999,775,775,80100,0.116104869,0.116104869
2016,CO,Conejos County,0,802199999,542,542,45500,0.142945055,0.142945055
2016,CO,Costilla County,0,802399999,569,583,42600,0.16028169,0.164225352
2016,CO,Crowley County,0,802599999,488,516,42400,0.138113208,0.146037736
2016,CO,Custer County,0,802799999,500,566,51300,0.116959064,0.132397661
2016,CO,Delta County,0,802999999,612,638,52900,0.138827977,0.144725898
2016,CO,Denver County,1,803199999,775,775,80100,0.116104869,0.116104869
2016,CO,Dolores County,0,803399999,542,542,53200,0.122255639,0.122255639
2016,CO,Douglas County,1,803599999,775,775,80100,0.116104869,0.116104869
2016,CO,Eagle County,0,803799999,745,853,88400,0.101131222,0.115791855
2016,CO,Elbert County,1,803999999,775,775,80100,0.116104869,0.116104869
2016,CO,El Paso County,1,804199999,550,596,71000,0.092957746,0.100732394
2016,CO,Fremont County,0,804399999,561,593,49900,0.13490982,0.14260521
2016,CO,Garfield County,0,804599999,793,872,68700,0.138515284,0.15231441
2016,CO,Gilpin County,1,804799999,775,775,80100,0.116104869,0.116104869
2016,CO,Grand County,0,804999999,585,619,76400,0.091884817,0.097225131
2016,CO,Gunnison County,0,805199999,521,572,68800,0.090872093,0.099767442
2016,CO,Hinsdale County,0,805399999,556,676,78000,0.085538462,0.104
2016,CO,Huerfano County,0,805599999,514,557,43000,0.14344186,0.15544186
2016,CO,Jackson County,0,805799999,613,681,62300,0.118073836,0.13117175
2016,CO,Jefferson County,1,805999999,775,775,80100,0.116104869,0.116104869
2016,CO,Kiowa County,0,806199999,534,552,57400,0.111637631,0.115400697
2016,CO,Kit Carson County,0,806399999,542,542,59100,0.110050761,0.110050761
2016,CO,Lake County,0,806599999,678,707,58800,0.138367347,0.144285714
2016,CO,La Plata County,0,806799999,740,818,69500,0.127769784,0.14123741
2016,CO,Larimer County,1,806999999,684,725,78200,0.104961637,0.111253197
2016,CO,Las Animas County,0,807199999,524,559,54500,0.115376147,0.123082569
2016,CO,Lincoln County,0,807399999,558,580,53200,0.125864662,0.130827068
2016,CO,Logan County,0,807599999,536,566,51300,0.125380117,0.132397661
2016,CO,Mesa County,1,807799999,512,536,56900,0.10797891,0.113040422
2016,CO,Mineral County,0,807999999,499,693,70200,0.085299145,0.118461538
2016,CO,Moffat County,0,808199999,592,611,70600,0.100623229,0.103852691
2016,CO,Montezuma County,0,808399999,542,545,50500,0.128792079,0.12950495
2016,CO,Montrose County,0,808599999,610,680,57300,0.127748691,0.142408377
2016,CO,Morgan County,0,808799999,531,577,51500,0.123728155,0.134446602
2016,CO,Otero County,0,808999999,542,563,43000,0.151255814,0.157116279
2016,CO,Ouray County,0,809199999,651,668,74100,0.105425101,0.108178138
2016,CO,Park County,1,809399999,775,775,80100,0.116104869,0.116104869
2016,CO,Phillips County,0,809599999,499,508,56000,0.106928571,0.108857143
2016,CO,Pitkin County,0,809799999,1025,1119,96500,0.12746114,0.139150259
2016,CO,Prowers County,0,809999999,501,501,45700,0.131553611,0.131553611
2016,CO,Pueblo County,1,810199999,588,624,50600,0.13944664,0.14798419
2016,CO,Rio Blanco County,0,810399999,534,558,78000,0.082153846,0.085846154
2016,CO,Rio Grande County,0,810599999,542,546,46500,0.139870968,0.140903226
2016,CO,Routt County,0,810799999,917,981,76500,0.143843137,0.153882353
2016,CO,Saguache County,0,810999999,496,527,42200,0.141042654,0.14985782
2016,CO,San Juan County,0,811199999,664,702,54600,0.145934066,0.154285714
2016,CO,San Miguel County,0,811399999,851,1027,79800,0.127969925,0.15443609
2016,CO,Sedgwick County,0,811599999,488,488,54900,0.106666667,0.106666667
2016,CO,Summit County,0,811799999,814,878,81500,0.119852761,0.129276074
2016,CO,Teller County,1,811999999,639,683,75300,0.101832669,0.108844622
2016,CO,Washington County,0,812199999,521,525,57100,0.109492119,0.11033275
2016,CO,Weld County,1,812399999,516,551,68600,0.090262391,0.09638484
2016,CO,Yuma County,0,812599999,488,488,54900,0.106666667,0.106666667
2016,CT,Fairfield County,1,900104720,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900108070,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900108980,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900118500,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900118850,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900123890,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900126620,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900133620,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900148620,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900150580,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900150860,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900152980,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900156060,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900163480,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900163970,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900168170,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900168310,1121,1210,105400,0.127628083,0.137760911
2016,CT,Fairfield County,1,900173070,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900174190,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900177200,769,836,86300,0.106929316,0.116245655
2016,CT,Fairfield County,1,900183430,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900183500,1224,1345,131300,0.111865956,0.1229246
2016,CT,Fairfield County,1,900186370,1224,1345,131300,0.111865956,0.1229246
2016,CT,Hartford County,1,900302060,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900304300,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900305910,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900308490,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900310100,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900312270,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900322070,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900322630,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900324800,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900325990,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900327600,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900331240,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900332640,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900337070,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900337140,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900344700,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900345820,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900350440,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900352140,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900360120,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900365370,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900368940,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900370550,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900371390,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900374540,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900382590,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900384900,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900387000,758,758,85000,0.107011765,0.107011765
2016,CT,Hartford County,1,900387070,758,758,85000,0.107011765,0.107011765
2016,CT,Litchfield County,0,900502760,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900504930,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900508210,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900510940,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900516050,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900517240,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900532290,687,733,89300,0.092318029,0.09849944
2016,CT,Litchfield County,0,900537280,687,733,89300,0.092318029,0.09849944
